red_fighter,blue_fighter,red_odds,blue_odds,red_winner,red_return,blue_return,odds_diff,age_diff,reach_diff,height_diff,wins_diff,losses_diff,rounds_diff,title_bout_diff,ko_diff,submission_diff,win_streak_diff,lose_streak_diff,longest_win_streak_diff,sig_str_diff,sub_att_diff,td_diff,rank_diff,fight_date,title_bout,weight_class,gender,number_of_rounds,blue_current_lose_streak,blue_current_win_streak,blue_longest_win_streak,blue_losses,blue_total_rounds_fought,blue_total_title_bouts,blue_wins_by_ko,blue_wins_by_submission,blue_wins,blue_stance,blue_height_cms,blue_reach_cms,red_current_lose_streak,red_current_win_streak,red_longest_win_streak,red_losses,red_total_rounds_fought,red_total_title_bouts,red_wins_by_ko,red_wins_by_submission,red_wins,red_stance,red_height_cms,red_reach_cms,red_age,blue_age,b_match_wc_rank,r_match_wc_rank
Rinat Fakhretdinov,Carlos Leal,-218,180,t,1.4587,0,-398,3,0,2.53999999999999,4,0,13,0,0,1,4,0,3,2.35,-0.2,-2.95,0,2024-10-26,f,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,0,4,3,0,13,0,0,1,4,Orthodox,182.88,187.96,33,30,20,20
Anthony Hernandez,Michel Pereira,-162,136,t,1.6173,0,-298,0,5.08000000000001,-2.53999999999999,-3,0,-6,0,-1,1,-3,0,-3,-0.44,-1.5,-5.37,-1,2024-10-19,f,Middleweight,MALE,5,0,8,8,2,25,0,2,3,9,Orthodox,185.42,185.42,0,5,5,2,19,0,1,4,6,Orthodox,182.88,190.5,31,31,14,13
Rob Font,Kyler Phillips,455,-625,t,5.55,0,1080,8,-2.53999999999999,0,3,6,25,0,4,0,-3,2,0,-0.16,0.1,1.79,-2,2024-10-19,f,Bantamweight,MALE,3,0,3,4,1,21,0,2,1,7,Orthodox,172.72,182.88,2,0,4,7,46,0,6,1,10,Orthodox,172.72,180.34,37,29,12,10
Charles Johnson,Sumudaerji,-305,245,t,1.3279,0,-550,5,-5.07999999999998,2.53999999999999,2,1,13,0,1,0,3,-2,0,-0.05,0.5,-0.33,0,2024-10-19,f,Flyweight,MALE,3,2,0,3,3,12,0,1,0,3,Southpaw,172.72,182.88,0,3,3,4,25,0,2,0,5,Switch,175.26,177.8,33,28,20,20
Jake Hadley,Cameron Smotherman,-575,425,f,0,5.25,-1000,1,2.54000000000002,-5.07999999999998,4,2,16,0,1,2,1,-1,2,2.45,-1.1,-0.33,0,2024-10-19,f,Bantamweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,175.26,175.26,0,1,2,3,17,0,1,2,4,Southpaw,170.18,177.8,28,27,20,20
Darren Elkins,Daniel Pineda,-170,142,t,1.5882,0,-312,1,5.08000000000001,7.62,13,3,45,0,3,-1,1,-2,4,-0.55,0.4,-1.44,0,2024-10-19,f,Featherweight,MALE,3,2,0,2,7,27,0,1,4,5,Orthodox,170.18,175.26,0,1,6,10,72,0,4,3,18,Orthodox,177.8,180.34,40,39,20,20
Matheus Nicolau,Asu Almabayev,205,-250,f,0,1.4,455,1,2.53999999999999,5.07999999999998,4,3,16,0,1,0,-3,2,1,-1.2,0.9,3.86,-7,2024-10-19,f,Flyweight,MALE,3,0,3,3,0,8,0,0,1,3,Orthodox,162.56,165.1,2,0,4,3,24,0,1,1,7,Orthodox,167.64,167.64,31,30,14,7
Brad Katona,Jean Matsumoto,170,-205,f,0,1.4878,375,7,-10.16,0,2,3,16,1,0,-1,-1,0,0,0.36,0.4,-0.75,0,2024-10-19,f,Bantamweight,MALE,3,0,2,2,0,5,0,0,1,2,Orthodox,167.64,172.72,0,1,2,3,21,1,0,0,4,Orthodox,167.64,162.56,32,25,20,20
Joselyne Edwards,Tamires Vidal,-258,210,t,1.3876,0,-468,3,5.08000000000001,5.08000000000001,3,2,17,0,-1,0,0,0,2,-1.57,0.1,-1.23,0,2024-10-19,f,Women's Bantamweight,FEMALE,3,2,0,1,2,7,0,1,0,1,Orthodox,167.64,172.72,2,0,3,4,24,0,0,0,4,Orthodox,172.72,177.8,29,26,20,20
Jessica Penne,Elise Reed,190,-230,f,0,1.4348,420,10,10.16,5.07999999999998,3,2,13,1,1,3,0,1,1,0.87,-0.5,-0.8,0,2024-10-19,f,Women's Strawweight,FEMALE,3,1,0,1,4,17,0,0,0,3,Orthodox,160.02,160.02,2,0,2,6,30,1,1,3,6,Orthodox,165.1,170.18,41,31,20,20
Melissa Martinez,Alice Ardelean,-155,130,t,1.6452,0,-285,-5,10.16,-2.54000000000002,0,0,0,0,0,0,0,0,0,1.07,0,0.5,0,2024-10-19,f,Women's Strawweight,FEMALE,3,1,0,0,1,3,0,0,0,0,Orthodox,160.02,157.48,1,0,0,1,3,0,0,0,0,Southpaw,157.48,167.64,27,32,20,20
Austen Lane,Robelis Despaigne,330,-425,t,4.3,0,755,0,-10.16,-2.53999999999999,0,2,2,0,0,0,0,1,0,-0.36,0,-2.03,0,2024-10-19,f,Heavyweight,MALE,3,1,0,1,1,4,0,1,0,1,Orthodox,200.66,213.36,2,0,1,3,6,0,1,0,1,Orthodox,198.12,203.2,36,36,20,20
Brandon Royval,Tatsuro Taira,250,-310,t,3.5,0,560,8,-5.08000000000001,5.07999999999998,0,3,9,1,-1,1,-5,0,-3,-1.47,0.4,1.98,-4,2024-10-12,f,Flyweight,MALE,5,0,6,6,0,13,0,2,2,6,Orthodox,170.18,177.8,0,1,3,3,22,1,1,3,6,Southpaw,175.26,172.72,32,24,5,1
Brad Tavares,JunYong Park,-195,238,f,0,3.38,-433,3,2.54000000000002,7.61999999999998,8,6,41,0,2,-3,0,0,1,1.34,0.9,1.11,0,2024-10-12,f,Middleweight,MALE,3,1,0,4,3,24,0,0,3,7,Orthodox,177.8,185.42,1,0,5,9,65,0,2,0,15,Orthodox,185.42,187.96,36,33,20,20
Chidi Njokuani,Jared Gooden,-148,124,t,1.6757,0,-272,5,7.61999999999998,7.62,2,-1,-1,0,2,-1,0,0,2,-0.19,0.2,0.91,0,2024-10-12,f,Welterweight,MALE,3,0,1,1,4,15,0,1,1,2,Orthodox,182.88,195.58,0,1,3,3,14,0,3,0,4,Orthodox,190.5,203.2,35,30,20,20
Grant Dawson,Rafa Garcia,-380,300,t,1.2632,0,-680,0,5.07999999999998,7.62,6,-2,11,0,1,4,-1,0,4,0.82,-0.9,-0.27,0,2024-10-12,f,Lightweight,MALE,3,0,2,2,3,20,0,0,1,4,Orthodox,170.18,177.8,0,1,6,1,31,0,1,5,10,Switch,177.8,182.88,30,30,20,20
Daniel Rodriguez,Alex Morono,-245,200,t,1.4082,0,-445,3,5.08000000000001,5.07999999999998,-5,-3,-24,0,0,-1,0,2,0,-2.54,0.2,-0.25,0,2024-10-12,f,Welterweight,MALE,3,1,0,4,7,53,0,2,2,13,Orthodox,180.34,182.88,3,0,4,4,29,0,2,1,8,Southpaw,185.42,187.96,37,34,20,20
CJ Vergara,Ramazan Temirov,240,-298,f,0,1.3356,538,6,12.7,5.07999999999998,4,3,17,0,2,0,0,1,2,3.02,-0.2,0,0,2024-10-12,f,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,1,0,2,3,17,0,2,0,4,Orthodox,167.64,172.72,33,27,20,20
Jonathan Pearce,Pat Sabatini,-180,150,f,0,2.5,-330,-1,2.53999999999999,10.16,1,1,7,0,3,-1,0,1,1,-3.18,1.2,-1.05,0,2024-10-12,f,Featherweight,MALE,3,1,0,4,2,14,0,0,2,5,Orthodox,172.72,177.8,2,0,5,3,21,0,3,1,6,Switch,182.88,180.34,32,33,20,20
Themba Gorimbo,Niko Price,-290,235,t,1.3448,0,-525,-2,2.54000000000002,2.53999999999999,-5,-6,-25,0,-3,-2,2,0,1,2.1,0.1,-3.85,0,2024-10-12,f,Welterweight,MALE,3,0,1,2,7,34,0,4,2,8,Orthodox,182.88,193.04,0,3,3,1,9,0,1,0,3,Orthodox,185.42,195.58,33,35,20,20
Junior Tafa,Sean Sharaf,-238,195,t,1.4202,0,-433,-3,-5.08000000000001,0,1,3,7,0,1,0,0,2,1,3.95,0,2.07,0,2024-10-12,f,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,2,0,1,3,7,0,1,0,1,Orthodox,190.5,190.5,28,31,20,20
Julia Polastri,Cory McKenna,-108,-112,t,1.9259,0,4,1,12.7,-2.54000000000002,-3,0,-7,0,0,0,0,0,-1,-2.63,-0.2,0.89,0,2024-10-12,f,Women's Strawweight,FEMALE,3,1,0,2,2,15,0,0,1,4,Orthodox,160.02,147.32,1,0,1,2,8,0,0,1,1,Orthodox,157.48,160.02,26,25,20,20
Dan Argueta,Cody Haddon,124,-148,f,0,1.6757,272,5,-2.53999999999999,0,0,2,11,0,0,-1,-1,1,0,6.72,-0.6,-1.88,0,2024-10-12,f,Bantamweight,MALE,3,0,1,1,0,1,0,0,1,1,Orthodox,170.18,175.26,1,0,1,2,12,0,0,0,1,Southpaw,170.18,172.72,31,26,20,20
Clayton Carpenter,Lucas Rocha,-245,200,t,1.4082,0,-445,4,5.07999999999998,7.61999999999998,1,0,2,0,-1,1,1,0,1,-2.56,-2.4,-2.95,0,2024-10-12,f,Flyweight,MALE,3,0,1,1,0,2,0,1,0,1,Orthodox,160.02,162.56,0,2,2,0,4,0,0,1,2,Orthodox,167.64,167.64,28,24,20,20
Alex Pereira,Khalil Rountree Jr.,-425,330,t,1.2353,0,-755,3,7.62,7.62,-1,-4,-8,4,-1,0,-1,0,-1,-1.73,-0.2,-0.14,-8,2024-10-05,t,Light Heavyweight,MALE,5,0,5,5,5,29,1,7,0,9,Southpaw,185.42,193.04,0,4,4,1,21,5,6,0,8,Orthodox,193.04,200.66,37,34,8,0
Raquel Pennington,Julianna Pena,-155,130,f,0,2.3,-285,1,-5.07999999999998,2.54000000000002,6,2,28,-1,-2,1,6,-1,2,-0.85,0.2,0.98,-20,2024-10-05,t,Women's Bantamweight,FEMALE,5,1,0,4,3,26,3,2,2,7,Orthodox,167.64,175.26,0,6,6,5,54,2,0,3,13,Orthodox,170.18,170.18,36,35,20,0
Jose Aldo,Mario Bautista,102,-122,f,0,1.8197,224,7,2.54000000000002,-5.07999999999998,14,5,70,15,10,-3,-5,0,9,1.71,0.8,1.43,9,2024-10-05,f,Bantamweight,MALE,3,0,6,6,2,20,0,1,3,8,Switch,175.26,175.26,0,1,15,7,90,15,11,0,22,Orthodox,170.18,177.8,38,31,11,20
Roman Dolidze,Kevin Holland,124,-148,t,2.24,0,272,5,-12.7,-2.53999999999999,-7,-5,-32,0,-1,-5,0,0,-1,1.08,-0.5,-0.5,-10,2024-10-05,f,Middleweight,MALE,3,0,1,5,8,57,0,5,5,14,Orthodox,190.5,205.74,0,1,4,3,25,0,4,0,7,Orthodox,187.96,193.04,36,31,20,10
Ketlen Vieira,Kayla Harrison,700,-1100,f,0,1.0909,1800,-1,5.08000000000001,0,7,3,32,0,0,0,0,0,3,1.95,0.1,1.36,-1,2024-10-05,f,Women's Bantamweight,FEMALE,3,0,1,1,0,2,0,0,1,1,Southpaw,172.72,167.64,0,1,4,3,34,0,0,1,8,Orthodox,172.72,172.72,33,34,3,2
Stephen Thompson,Joaquin Buckley,185,-225,f,0,1.4444,410,11,-2.53999999999999,5.07999999999998,3,3,29,2,0,0,-4,1,3,0.02,0,1.71,-2,2024-10-05,f,Welterweight,MALE,3,0,4,4,4,31,0,6,0,9,Southpaw,177.8,193.04,1,0,7,7,60,2,6,0,12,Orthodox,182.88,190.5,41,30,11,9
Marina Rodriguez,Iasmin Lucindo,154,-185,f,0,1.5405,339,15,-2.53999999999999,7.61999999999998,5,3,31,0,3,-1,-3,1,1,-1.12,0,2.12,-8,2024-10-05,f,Women's Strawweight,FEMALE,3,0,3,3,1,11,0,0,1,3,Orthodox,160.02,167.64,1,0,4,4,42,0,3,0,8,Orthodox,167.64,165.1,37,22,14,6
Austin Hubbard,Alexander Hernandez,-112,-108,f,0,1.9259,-4,0,-2.53999999999999,2.54000000000002,-2,-2,-6,0,-2,0,1,-2,-1,0.31,0.1,-0.59,0,2024-10-05,f,Lightweight,MALE,3,2,0,2,7,29,0,3,0,6,Orthodox,175.26,182.88,0,1,1,5,23,0,1,0,4,Orthodox,177.8,180.34,32,32,20,20
Cesar Almeida,Ihor Potieria,-500,380,t,1.2,0,-880,8,-2.53999999999999,-5.08000000000001,-1,-3,-3,0,-1,0,0,0,1,0.45,-0.3,0.77,0,2024-10-05,f,Middleweight,MALE,3,1,0,1,4,11,0,2,0,3,Southpaw,190.5,190.5,1,0,2,1,8,0,1,0,2,Orthodox,185.42,187.96,36,28,20,20
Ryan Spann,Ovince Saint Preux,-205,170,t,1.4878,0,-375,-8,-2.53999999999999,5.08000000000001,-13,-7,-56,-1,-6,-2,-1,3,0,-0.27,-1.2,-0.23,0,2024-10-05,f,Light Heavyweight,MALE,3,0,1,5,13,78,1,9,5,21,Southpaw,190.5,203.2,3,0,5,6,22,0,3,3,8,Orthodox,195.58,200.66,33,41,20,20
Carla Esparza,Tecia Pennington,145,-175,f,0,1.5714,320,1,7.62,0,1,-2,-1,4,0,0,0,-1,3,2.63,-0.2,-2.71,0,2024-10-05,f,Women's Strawweight,FEMALE,3,2,0,3,7,45,0,1,1,9,Orthodox,154.94,152.4,1,0,6,5,44,4,1,1,10,Orthodox,154.94,160.02,36,35,20,20
Court McGee,Tim Means,180,-218,t,2.8,0,398,-1,0,-7.62,-5,-1,-6,1,-6,0,0,2,-1,0.44,-0.3,-0.73,0,2024-10-05,f,Welterweight,MALE,3,1,0,4,13,65,0,6,2,15,Orthodox,187.96,190.5,3,0,3,12,59,1,0,2,10,Orthodox,180.34,190.5,39,40,20,20
Renato Moicano,Benoit Saint Denis,210,-258,t,3.1,0,468,7,-2.53999999999999,0,6,3,22,0,-2,4,3,-1,-2,0.75,0.6,2.1,-9,2024-09-28,f,Lightweight,MALE,5,1,0,5,2,13,0,3,2,5,Southpaw,180.34,185.42,0,3,3,5,35,0,1,6,11,Orthodox,180.34,182.88,35,28,20,11
Nassourdine Imavov,Brendan Allen,-225,185,t,1.4444,0,-410,1,0,2.53999999999999,-7,0,-4,0,2,-8,-5,0,-4,-0.72,0.1,0.79,-4,2024-09-28,f,Middleweight,MALE,3,0,7,7,2,33,0,1,8,13,Orthodox,187.96,190.5,0,2,3,2,29,0,3,0,6,Orthodox,190.5,190.5,29,28,8,4
William Gomis,Joanderson Brito,245,-305,t,3.45,0,550,-2,2.53999999999999,10.16,-3,-1,-4,0,-2,-2,-2,0,-2,0.33,0.4,2.3,0,2024-09-28,f,Featherweight,MALE,3,0,5,5,1,13,0,3,2,6,Orthodox,172.72,182.88,0,3,3,0,9,0,1,0,3,Southpaw,182.88,185.42,27,29,20,20
Kevin Jousset,Bryan Battle,160,-192,f,0,1.5208,352,1,-5.08000000000001,2.54000000000002,-3,-1,-10,0,-2,-1,0,0,-1,-2.29,0,-0.09,0,2024-09-28,f,Welterweight,MALE,3,0,2,3,1,14,0,2,2,5,Orthodox,185.42,195.58,0,2,2,0,4,0,0,1,2,Orthodox,187.96,190.5,31,30,20,20
Morgan Charriere,Gabriel Miranda,-520,390,t,1.1923,0,-910,-6,-5.08000000000001,-7.62,0,0,1,0,1,-1,-1,1,0,-1.05,0.7,1.38,0,2024-09-28,f,Featherweight,MALE,3,0,1,1,1,3,0,0,1,1,Orthodox,180.34,180.34,1,0,1,1,4,0,1,0,1,Orthodox,172.72,175.26,28,34,20,20
Fares Ziam,Matt Frevola,-125,105,t,1.8,0,-230,-7,10.16,10.16,-1,-2,-1,0,-3,-1,3,-1,0,0.45,0.7,1.11,0,2024-09-28,f,Lightweight,MALE,3,1,0,3,4,20,0,3,1,6,Orthodox,175.26,180.34,0,3,3,2,19,0,0,0,5,Orthodox,185.42,190.5,27,34,20,20
Ion Cutelaba,Ivan Erslan,-102,-118,t,1.9804,0,16,-2,7.62,-2.54000000000002,6,9,30,0,4,0,0,1,2,-1.69,0,-3.04,0,2024-09-28,f,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,187.96,182.88,1,0,2,9,30,0,4,0,6,Southpaw,185.42,190.5,30,32,20,20
Oumar Sy,Da Woon Jung,-625,455,t,1.16,0,-1080,-2,12.7,0,-3,-3,-17,0,-2,0,1,-3,-1,-1.57,-0.6,-1.62,0,2024-09-28,f,Light Heavyweight,MALE,3,3,0,2,3,18,0,2,1,4,Orthodox,193.04,198.12,0,1,1,0,1,0,0,1,1,Orthodox,193.04,210.82,28,30,20,20
Ludovit Klein,Roosevelt Roberts,-950,625,t,1.1053,0,-1575,-1,-2.53999999999999,-17.78,1,-2,3,0,2,-3,5,-3,0,-0.97,0.7,-0.52,0,2024-09-28,f,Lightweight,MALE,3,3,0,3,4,20,0,0,3,5,Orthodox,187.96,185.42,0,5,3,2,23,0,2,0,6,Southpaw,170.18,182.88,29,30,20,20
Taylor Lapilus,Vince Morales,-360,285,t,1.2778,0,-645,-1,7.61999999999998,-2.54000000000002,2,-4,-3,0,0,0,1,-2,0,-0.61,-0.3,0.09,0,2024-09-28,f,Bantamweight,MALE,3,2,0,2,6,23,0,1,0,3,Orthodox,170.18,177.8,0,1,2,2,20,0,1,0,5,Southpaw,167.64,185.42,32,33,20,20
Ailin Perez,Daria Zhelezniakova,-245,200,t,1.4082,0,-445,1,-5.08000000000001,-10.16,2,1,8,0,0,0,2,0,2,0.45,-0.3,-4.56,-5,2024-09-28,f,Women's Bantamweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,175.26,172.72,0,3,3,1,11,0,0,0,3,Switch,165.1,167.64,29,28,20,15
Daniel Barez,Victor Altamirano,105,-125,t,2.05,0,230,2,-10.16,-5.08000000000001,-3,-1,-12,0,-1,0,0,0,-2,0.48,-0.9,0.64,0,2024-09-28,f,Flyweight,MALE,3,2,0,2,3,16,0,1,0,3,Switch,172.72,177.8,2,0,0,2,4,0,0,0,0,Orthodox,167.64,167.64,35,33,20,20
Nora Cornolle,Jacqueline Cavalcanti,170,-205,f,0,1.4878,375,7,-7.62,-2.53999999999999,0,0,-1,0,1,0,0,0,0,2.61,0,-0.39,0,2024-09-28,f,Women's Bantamweight,FEMALE,3,0,2,2,0,6,0,0,0,2,Orthodox,172.72,177.8,0,2,2,0,5,0,1,0,2,Orthodox,170.18,170.18,34,27,20,20
Bolaji Oki,Chris Duncan,-155,130,f,0,2.3,-285,-3,5.07999999999998,0,-1,-2,-6,0,0,0,2,-1,-1,-0.93,0.3,1.42,0,2024-09-28,f,Lightweight,MALE,3,1,0,3,2,10,0,1,0,3,Orthodox,177.8,180.34,0,2,2,0,4,0,1,0,2,Orthodox,177.8,185.42,28,31,20,20
Sean O'Malley,Merab Dvalishvili,100,-120,f,0,1.8333,220,-4,10.16,12.7,1,-1,-8,2,6,0,-4,0,-4,-2.35,0,5.8,-1,2024-09-14,t,Bantamweight,MALE,5,0,10,10,2,37,0,1,0,10,Orthodox,167.64,172.72,0,6,6,1,29,2,7,0,11,Switch,180.34,182.88,29,33,1,0
Alexa Grasso,Valentina Shevchenko,-130,110,f,0,2.1,-240,-5,0,0,-4,0,-23,-9,-4,0,5,-1,-4,-1.03,-0.4,2.3,-1,2024-09-14,t,Women's Flyweight,FEMALE,5,1,0,9,3,60,11,4,2,12,Southpaw,165.1,167.64,0,5,5,3,37,2,0,2,8,Orthodox,165.1,167.64,31,36,1,0
Brian Ortega,Diego Lopes,170,-205,f,0,1.4878,375,4,-7.62,-7.62,4,1,22,2,1,3,-3,0,2,0.12,1.7,-0.57,-10,2024-09-14,f,Featherweight,MALE,3,0,4,4,2,12,0,2,1,4,Orthodox,180.34,182.88,0,1,6,3,34,2,3,4,8,Switch,172.72,175.26,33,29,13,3
Daniel Zellhuber,Esteban Ribovics,-198,164,f,0,2.64,-362,-3,20.32,7.61999999999998,1,0,6,0,-2,1,1,0,1,1.27,0.1,0.46,0,2024-09-14,f,Lightweight,MALE,3,0,2,2,1,8,0,2,0,3,Orthodox,177.8,175.26,0,3,3,1,14,0,0,1,4,Switch,185.42,195.58,25,28,20,20
Ronaldo Rodriguez,Ode Osbourne,-205,170,t,1.4878,0,-375,-7,-20.32,-2.54000000000002,-4,-4,-10,0,-2,0,1,-2,-1,1.13,-0.5,0.08,0,2024-09-14,f,Flyweight,MALE,3,2,0,2,5,15,0,2,1,5,Southpaw,170.18,185.42,0,1,1,1,5,0,0,1,1,Orthodox,167.64,165.1,25,32,20,20
Irene Aldana,Norma Dumont,110,-130,f,0,1.7692,240,3,2.53999999999999,5.07999999999998,1,3,12,1,3,1,-3,0,-1,-1.33,-0.2,1.57,-3,2024-09-14,f,Women's Bantamweight,FEMALE,3,0,4,4,2,27,0,0,0,7,Orthodox,170.18,170.18,0,1,3,5,39,1,3,1,8,Orthodox,175.26,172.72,36,33,8,5
Manuel Torres,Ignacio Bahamondes,-130,110,f,0,2.1,-240,2,-5.08000000000001,-12.7,-1,-2,-14,0,0,0,3,0,1,0,-0.8,-2.26,0,2024-09-14,f,Lightweight,MALE,3,0,1,3,2,18,0,3,1,5,Orthodox,190.5,190.5,0,4,4,0,4,0,3,1,4,Switch,177.8,185.42,29,27,20,20
Yazmin Jauregui,Ketlen Souza,-535,400,f,0,5,-935,-5,2.53999999999999,0,2,0,5,0,1,0,0,0,1,-1.53,0.8,0.76,0,2024-09-14,f,Women's Strawweight,FEMALE,3,0,1,1,1,4,0,0,0,1,Orthodox,160.02,160.02,0,1,2,1,9,0,1,0,3,Orthodox,160.02,162.56,25,30,20,20
Edgar Chairez,Joshua Van,225,-278,f,0,1.3597,503,6,15.24,5.08000000000001,-2,1,-3,0,-1,1,1,-1,-2,4.94,-1.5,1.62,0,2024-09-14,f,Flyweight,MALE,3,1,0,3,1,11,0,1,0,3,Orthodox,165.1,165.1,0,1,1,2,8,0,0,1,1,Orthodox,170.18,180.34,28,22,20,20
Raul Rosas Jr.,Aoriqileng,-1000,650,t,1.1,0,-1650,-12,-5.07999999999998,5.07999999999998,1,-2,-6,0,0,2,1,0,0,3.1,-1.3,-2.82,0,2024-09-14,f,Bantamweight,MALE,3,0,1,2,3,16,0,1,0,3,Orthodox,170.18,175.26,0,2,2,1,10,0,1,2,4,Switch,175.26,170.18,19,31,20,20
Gilbert Burns,Sean Brady,175,-205,f,0,1.4878,380,7,-2.53999999999999,0,9,6,38,1,3,2,-1,2,1,0.92,0.4,1.39,-2,2024-09-07,f,Welterweight,MALE,5,0,1,5,1,19,0,0,3,6,Orthodox,177.8,182.88,2,0,6,7,57,1,3,5,15,Orthodox,177.8,180.34,38,31,8,6
Jessica Andrade,Natalia Silva,225,-278,f,0,1.3597,503,5,-7.62,-7.62,12,10,44,4,4,3,-3,0,-1,-1.25,-0.3,-1.83,12,2024-09-07,f,Women's Flyweight,FEMALE,3,0,5,5,0,13,0,2,0,5,Southpaw,162.56,165.1,0,2,4,10,57,4,6,3,17,Orthodox,154.94,157.48,32,27,8,20
Steve Garcia,Kyle Nelson,-205,170,t,1.4878,0,-375,-1,10.16,2.53999999999999,2,-2,-9,0,4,0,1,0,1,-1.53,0,-0.11,0,2024-09-07,f,Featherweight,MALE,3,0,3,3,4,22,0,2,0,4,Switch,180.34,180.34,0,4,4,2,13,0,6,0,6,Southpaw,182.88,190.5,32,33,20,20
Matt Schnell,Cody Durden,225,-278,f,0,1.3597,503,1,7.62,2.53999999999999,1,2,2,0,-1,3,0,0,0,-1.04,-0.1,3.8,0,2024-09-07,f,Bantamweight,MALE,3,2,0,4,4,22,0,1,0,5,Southpaw,170.18,170.18,2,0,4,6,24,0,0,3,6,Orthodox,172.72,177.8,34,33,20,20
Trevor Peek,Yanal Ashmouz,105,-125,f,0,1.8,230,0,2.54000000000002,0,2,1,8,0,1,0,0,0,1,-1.45,0,3.35,0,2024-09-07,f,Lightweight,MALE,3,1,0,1,1,4,0,1,0,1,Orthodox,175.26,175.26,1,0,2,2,12,0,2,0,3,Switch,175.26,177.8,29,29,20,20
Rongzhu,Chris Padilla,-258,210,f,0,3.1,-468,-4,-5.08000000000001,0,3,2,15,1,2,0,2,0,2,0.35,0.9,1.41,0,2024-09-07,f,Lightweight,MALE,3,0,1,1,0,1,0,0,1,1,Orthodox,175.26,187.96,0,3,3,2,16,1,2,1,4,Orthodox,175.26,182.88,24,28,20,20
Isaac Dulgarian,Brendon Marotte,-2100,1100,t,1.0476,0,-3200,0,2.53999999999999,-5.07999999999998,1,0,3,0,1,0,0,0,1,-2.96,-2.1,-5.15,0,2024-09-07,f,Featherweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,175.26,177.8,1,0,1,1,4,0,1,0,1,Orthodox,170.18,180.34,28,28,20,20
Felipe dos Santos,Andre Lima,140,-166,f,0,1.6024,306,-2,7.62,0,-2,1,-2,0,0,0,-2,0,-2,-0.84,0.8,1.13,0,2024-09-07,f,Flyweight,MALE,3,0,3,3,0,8,0,0,0,3,Orthodox,170.18,170.18,0,1,1,1,6,0,0,0,1,Orthodox,170.18,177.8,23,25,20,20
Yizha,Gabriel Santos,220,-270,f,0,1.3704,490,0,2.53999999999999,-5.07999999999998,5,-1,7,2,0,3,3,-2,3,1.89,-0.3,-0.1,0,2024-09-07,f,Featherweight,MALE,3,2,0,0,2,5,0,0,0,0,Orthodox,175.26,177.8,0,3,3,1,12,2,0,3,5,Orthodox,170.18,180.34,27,27,20,20
Jaqueline Amorim,Vanessa Demopoulos,-258,210,t,1.3876,0,-468,-6,22.86,2.54000000000002,-3,-2,-15,0,1,0,0,0,-1,0.82,-4.8,-1.37,0,2024-09-07,f,Women's Strawweight,FEMALE,3,0,2,3,3,22,0,0,1,5,Orthodox,157.48,149.86,0,2,2,1,7,0,1,1,2,Orthodox,160.02,172.72,29,35,20,20
Andre Petroski,Dylan Budka,-298,240,t,1.3356,0,-538,9,-5.08000000000001,0,5,1,14,0,1,2,1,-1,4,-1.7,-1.3,-1.89,0,2024-09-07,f,Middleweight,MALE,3,1,0,1,1,5,0,0,0,1,Switch,182.88,190.5,0,1,5,2,19,0,1,2,6,Switch,182.88,185.42,33,24,20,20
Zygimantas Ramaska,Nathan Fletcher,120,-142,f,0,1.7042,262,1,2.53999999999999,10.16,0,0,0,0,0,0,0,0,0,1.29,0,9.63,0,2024-09-07,f,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,27,26,20,20
Jared Cannonier,Caio Borralho,260,-325,f,0,1.3077,585,9,5.08000000000001,-5.07999999999998,2,7,29,1,4,-1,-8,1,-5,-0.88,0.5,1.14,-7,2024-08-24,f,Middleweight,MALE,5,0,8,8,0,20,0,2,1,8,Southpaw,185.42,190.5,1,0,3,7,49,1,6,0,10,Switch,180.34,195.58,40,31,12,5
Angela Hill,Tabatha Ricci,160,-192,f,0,1.5208,352,10,7.62,5.08000000000001,7,11,54,0,2,0,1,0,-1,-0.83,0,2.23,-2,2024-08-24,f,Women's Strawweight,FEMALE,3,0,1,4,2,19,0,0,1,5,Orthodox,154.94,154.94,0,2,3,13,73,0,2,1,12,Orthodox,160.02,162.56,39,29,11,9
Robert Valentin,Ryan Loder,-142,120,f,0,2.2,-262,-4,2.54000000000002,0,0,0,0,0,0,0,0,0,0,6.01,-2.2,2.2,0,2024-08-24,f,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,187.96,193.04,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,29,33,20,20
